,index,fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,nomprov,ind_actividad_cliente,renta,segmento,month_id_x,month_next_id_x,month_id_y,month_next_id_y,variable,value
841139,3478552,2015-06-28,309341,N,ES,H,46,2001-12-19, 0,163.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,141613.5,01 - TOP,6,7,6,7,ind_dela_fin_ult1,Added
841202,3345175,2015-06-28,1384299,N,ES,V,65,2015-02-24, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,338842.17,01 - TOP,6,7,6,7,ind_dela_fin_ult1,Added
842478,4550089,2015-07-28,1210562,N,ES,V,33,2013-10-29, 0,21.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,150346.11,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
843326,4037030,2015-07-28,215757,N,ES,V,39,2001-01-16, 0,128.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,33752.49,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
843328,4037040,2015-07-28,215767,N,ES,H,82,2001-01-16, 0,116.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,007,N,MADRID,1.0,56957.76,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
843656,4245120,2015-07-28,1127861,N,ES,V,43,2013-04-15, 0,27.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,239881.08,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
843991,3893233,2015-07-28,901144,N,ES,V,47,2011-01-17, 0,54.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,153767.43,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
844018,3784709,2015-07-28,652817,N,ES,V,41,2006-10-31, 0,105.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BURGOS,1.0,56245.47,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
844117,3911763,2015-07-28,887209,N,ES,V,63,2010-07-29, 0,60.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,560376.15,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
844185,4150091,2015-07-28,447764,N,ES,V,62,2004-03-15, 0,136.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BIZKAIA,1.0,101777.58,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
844409,4102892,2015-07-28,82862,N,ES,V,61,1998-01-20, 0,103.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,61485.21,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
844478,3954442,2015-07-28,789345,N,ES,V,54,2008-08-26, 1,4.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALICANTE,1.0,92040.57,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
844598,4174766,2015-07-28,281199,N,ES,V,40,2001-10-10, 0,165.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,59036.13,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
844871,4111675,2015-07-28,100296,N,ES,V,46,2015-04-08, 1,3.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,MADRID,1.0,578955.15,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
845407,4187496,2015-07-28,292852,N,ES,V,53,2001-11-13, 0,106.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAG,N,MADRID,1.0,238042.86,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
845550,4170683,2015-07-28,435702,N,ES,V,55,2003-09-18, 0,142.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,VALENCIA,1.0,57768.21,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
845665,4487185,2015-07-28,1259455,N,ES,H,39,2014-05-22, 0,14.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,ALICANTE,1.0,60934.83,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
845727,4150806,2015-07-28,451211,N,ES,H,41,2003-12-31, 0,139.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,81913.26,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
845850,4200858,2015-07-28,265723,N,ES,V,88,2001-07-30, 0,168.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,164479.41,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
845859,3922700,2015-07-28,936307,N,ES,H,36,2011-08-25, 0,47.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,TOLEDO,1.0,82312.77,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
846155,4248520,2015-07-28,1113548,N,ES,H,52,2012-12-17, 0,31.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,163976.61,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
846159,3937350,2015-07-28,918365,N,ES,V,26,2011-07-14, 0,48.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,199699.47,03 - UNIVERSITARIO,7,8,7,8,ind_dela_fin_ult1,Dropped
846209,3956223,2015-07-28,793948,N,ES,H,49,2008-09-13, 0,82.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,135889.17,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
846721,4530350,2015-07-28,1231391,N,ES,V,76,2013-12-13, 0,19.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,VALENCIA,0.0,169669.17,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
847183,4128093,2015-07-28,408397,N,ES,H,38,2003-02-24, 0,149.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,57968.82,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
847494,4366321,2015-07-28,969091,N,ES,H,26,2011-10-26, 0,45.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,141187.53,03 - UNIVERSITARIO,7,8,7,8,ind_dela_fin_ult1,Dropped
847790,4508731,2015-07-28,1295707,N,ES,H,30,2014-08-08, 0,11.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,MADRID,1.0,136738.95,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
848094,3778045,2015-07-28,638933,N,ES,H,41,2006-09-03, 0,20.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ZARAGOZA,1.0,101777.58,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
848186,4564829,2015-07-28,1383809,N,ES,V,85,2015-02-25, 1,5.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHL,N,ZARAGOZA,1.0,101777.58,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
848207,4058568,2015-07-28,205498,N,ES,V,51,2000-11-20, 0,176.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,JAEN,1.0,135029.1,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
848850,3808144,2015-07-28,706034,N,ES,V,39,2007-07-25, 0,96.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,71758.77,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
848875,3813948,2015-07-28,723362,N,ES,V,83,2007-10-04, 1,4.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHL,N,MADRID,1.0,232846.35,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
848953,3832363,2015-07-28,680781,N,ES,V,59,2007-03-06, 0,100.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,MADRID,1.0,225975.81,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
849045,3835191,2015-07-28,512317,N,ES,H,50,2005-01-18, 0,126.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFD,N,MADRID,1.0,157395.93,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
849901,4487576,2015-07-28,1262461,N,ES,V,57,2014-06-09, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,0.0,220726.44,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
849958,3965376,2015-07-28,725951,N,ES,H,35,2007-10-16, 0,93.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MURCIA,1.0,43010.16,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
850389,3988146,2015-07-28,853883,N,ES,H,87,2009-10-09, 0,69.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAR,N,MADRID,1.0,194996.73,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
850463,3986935,2015-07-28,846019,N,ES,V,58,2009-07-07, 0,72.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAG,N,MADRID,1.0,63245.97,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
850516,4008302,2015-07-28,157404,N,ES,H,50,2001-12-17, 0,6.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHL,N,MADRID,1.0,103137.0,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
850547,4007102,2015-07-28,158532,N,ES,V,42,2000-02-01, 0,186.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,CIUDAD REAL,1.0,101777.58,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
851165,3781678,2015-07-28,630679,N,ES,H,52,2006-08-01, 0,108.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,CANTABRIA,1.0,151050.42,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
851168,4061047,2015-07-28,53267,N,ES,V,73,1997-01-27, 0,154.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KCC,N,MADRID,1.0,171942.0,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
851173,4060805,2015-07-28,55597,N,ES,V,66,1997-01-30, 0,222.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,360646.83,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
851204,4061351,2015-07-28,53202,N,ES,H,49,1996-12-30, 0,223.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,458482.38,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
851402,4087200,2015-07-28,37657,N,ES,V,58,1996-04-19, 0,231.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,135523.71,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Added
851656,4071682,2015-07-28,60427,N,ES,H,50,1997-03-24, 0,220.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,140578.74,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
851710,3780160,2015-07-28,632473,N,ES,V,66,2006-08-08, 1,1.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHM,N,MALAGA,1.0,101024.49,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Added
851809,4068967,2015-07-28,73160,N,ES,H,52,1997-10-07, 0,213.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAS,N,MADRID,1.0,244836.24,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
852284,4572337,2015-07-28,1370695,N,ES,H,49,2014-12-18, 0,7.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHK,N,VALLADOLID,1.0,49596.15,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
852756,4022183,2015-07-28,128939,N,ES,H,63,1999-04-21, 0,195.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,124196.49,02 - PARTICULARES,7,8,7,8,ind_dela_fin_ult1,Dropped
853036,4134794,2015-07-28,364025,N,ES,V,60,2002-06-19, 0,157.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SALAMANCA,1.0,97320.33,01 - TOP,7,8,7,8,ind_dela_fin_ult1,Dropped
853891,4826244,2015-08-28,431952,N,ES,V,62,2003-08-21, 0,144.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,CANTABRIA,1.0,92140.89,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Dropped
854416,4875374,2015-08-28,759455,N,ES,H,48,2008-04-09, 0,88.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,101777.58,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Added
855493,4819920,2015-08-28,419218,N,ES,H,85,2003-05-14, 0,89.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,BIZKAIA,1.0,101777.58,01 - TOP,8,9,8,9,ind_dela_fin_ult1,Dropped
855496,4805368,2015-08-28,553499,N,ES,V,46,2005-09-01, 0,65.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,BURGOS,1.0,95869.5,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Dropped
855698,4829367,2015-08-28,476794,N,ES,V,66,2004-05-28, 0,135.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,CADIZ,1.0,215069.91,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Added
855891,4937199,2015-08-28,1315120,N,ES,V,28,2014-09-24, 0,11.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,154194.72,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Dropped
856060,4656927,2015-08-28,774733,N,ES,V,88,2008-06-20, 0,86.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFA,N,BARCELONA,1.0,578326.2,01 - TOP,8,9,8,9,ind_dela_fin_ult1,Added
856299,4875676,2015-08-28,760461,N,ES,V,45,2008-04-14, 0,88.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SALAMANCA,1.0,101777.58,01 - TOP,8,9,8,9,ind_dela_fin_ult1,Dropped
856776,4880087,2015-08-28,725951,N,ES,H,35,2007-10-16, 0,94.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MURCIA,1.0,43010.16,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Added
857835,4835909,2015-08-28,488458,N,ES,V,39,2004-08-27, 0,132.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,55289.97,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Dropped
857870,4838828,2015-08-28,482638,N,ES,V,60,2004-07-09, 0,133.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,1.0,45560.19,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Added
858004,4942720,2015-08-28,1296977,N,ES,H,43,2014-08-14, 0,12.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,64916.58,02 - PARTICULARES,8,9,8,9,ind_dela_fin_ult1,Dropped
867989,1068671,2015-02-28,1264914,N,ES,V,60,2014-06-23, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,CACERES,1.0,38935.23,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Dropped
868329,794689,2015-02-28,128118,N,ES,V,43,1999-04-13, 0,195.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,101777.58,01 - TOP,2,3,2,3,ind_ecue_fin_ult1,Added
868789,773493,2015-02-28,743641,N,ES,V,45,2014-09-02, 0,11.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,0.0,114420.09,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
870184,886451,2015-02-28,400500,N,ES,V,42,2003-01-09, 0,150.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KEY,N,"RIOJA, LA",1.0,54933.3,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
870453,862066,2015-02-28,85641,N,ES,H,56,2009-04-24, 0,75.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,"CORUNA, A",1.0,61305.93,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
870854,968086,2015-02-28,1257812,N,ES,V,39,2014-05-14, 0,14.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,133828.68,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
871070,1151252,2015-02-28,912992,N,ES,V,43,2011-05-18, 0,50.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,0.0,101777.58,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Dropped
871405,767127,2015-02-28,721971,N,ES,V,34,2007-09-29, 0,94.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,VALENCIA,0.0,58489.41,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
871502,939013,2015-02-28,292298,N,ES,V,59,2001-11-07, 0,164.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,151718.37,01 - TOP,2,3,2,3,ind_ecue_fin_ult1,Added
871691,1082085,2015-02-28,1305884,N,ES,H,36,2014-09-11, 0,10.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,CIUDAD REAL,1.0,67989.51,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
871953,735231,2015-02-28,833107,N,ES,V,36,2009-02-09, 0,77.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAR,N,MADRID,1.0,129784.41,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Dropped
872719,774784,2015-02-28,695576,N,ES,V,47,2007-06-06, 0,97.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,69408.03,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Dropped
872839,707659,2015-02-28,794201,N,ES,V,56,2008-09-15, 0,82.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MALAGA,0.0,108795.81,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
873220,1081180,2015-02-28,1304457,N,ES,V,33,2014-09-09, 0,10.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,146553.39,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
873324,1061076,2015-02-28,1277712,N,ES,V,65,2014-07-25, 0,12.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,BARCELONA,0.0,171957.51,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
873634,1032434,2015-02-28,1317054,N,ES,H,51,2014-09-25, 0,10.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,BARCELONA,0.0,101357.13,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
874257,705712,2015-02-28,803476,N,ES,V,52,2008-10-10, 0,81.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAM,N,BARCELONA,1.0,97531.29,01 - TOP,2,3,2,3,ind_ecue_fin_ult1,Added
874264,1096599,2015-02-28,1300106,N,ES,V,37,2014-09-01, 0,11.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,BARCELONA,0.0,177898.98,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
875531,1123954,2015-02-28,1018511,N,ES,V,48,2012-06-04, 0,10.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALMERIA,1.0,109048.38,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
875876,860413,2015-02-28,84695,N,ES,V,45,1998-02-04, 0,209.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,156906.06,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
875926,972110,2015-02-28,1227871,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,2,3,2,3,ind_ecue_fin_ult1,Dropped
876094,675599,2015-02-28,424580,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,2,3,2,3,ind_ecue_fin_ult1,Dropped
876222,1081736,2015-02-28,1307163,N,ES,V,37,2014-09-15, 0,10.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,VALLADOLID,0.0,101182.41,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Added
876515,709601,2015-02-28,819275,N,ES,V,69,2008-12-02, 0,59.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,ASTURIAS,0.0,108655.08,02 - PARTICULARES,2,3,2,3,ind_ecue_fin_ult1,Dropped
877615,1665091,2015-03-28,1337514,N,ES,H,88,2014-10-21, 0,9.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,221213.7,01 - TOP,3,4,3,4,ind_ecue_fin_ult1,Added
877688,1391200,2015-03-28,743641,N,ES,V,45,2014-09-02, 0,11.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KAT,N,MADRID,0.0,114420.09,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Dropped
877872,1707405,2015-03-28,1318639,N,ES,H,68,2014-09-26, 0,10.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,103076.01,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
877935,1727578,2015-03-28,978960,N,ES,H,36,2011-11-14, 0,44.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KHE,N,MADRID,1.0,125326.05,03 - UNIVERSITARIO,3,4,3,4,ind_ecue_fin_ult1,Added
878102,1691110,2015-03-28,1295924,N,ES,H,60,2014-08-11, 0,11.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,MADRID,1.0,138513.57,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
878456,1823344,2015-03-28,1137787,N,ES,V,47,2013-06-19, 0,25.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,HUELVA,1.0,62876.79,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Dropped
879370,1651793,2015-03-28,1354155,N,ES,H,50,2014-11-13, 0,8.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,41047.86,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
879489,1595045,2015-03-28,1265346,N,ES,H,30,2014-06-25, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,VALENCIA,1.0,101777.58,03 - UNIVERSITARIO,3,4,3,4,ind_ecue_fin_ult1,Added
880509,1322361,2015-03-28,479843,N,ES,H,45,2011-05-30, 0,133.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,MADRID,1.0,117082.44,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Dropped
881420,1591892,2015-03-28,1255926,N,ES,H,37,2014-04-30, 0,15.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,"PALMAS, LAS",1.0,101777.58,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
881779,1594611,2015-03-28,1264914,N,ES,V,60,2014-06-23, 0,13.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,CACERES,1.0,38935.23,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
881859,1662680,2015-03-28,1341692,N,ES,H,26,2014-10-27, 0,9.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,CACERES,1.0,33314.52,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
882704,1594717,2015-03-28,1264462,N,ES,V,35,2014-06-20, 0,13.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFC,N,"CORUNA, A",1.0,48888.36,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Dropped
882783,1715684,2015-03-28,1303761,N,ES,H,47,2014-09-08, 0,10.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,"CORUNA, A",1.0,135400.98,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
882943,1818790,2015-03-28,1091018,N,ES,H,86,2012-10-29, 0,33.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,SEVILLA,1.0,38274.78,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
883067,1591968,2015-03-28,1256093,N,ES,V,52,2014-05-02, 0,14.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,SEVILLA,1.0,105953.52,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
883412,1663618,2015-03-28,1335335,N,ES,V,36,2014-10-17, 0,9.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,VALENCIA,1.0,84279.81,03 - UNIVERSITARIO,3,4,3,4,ind_ecue_fin_ult1,Added
883604,1759785,2015-03-28,1003612,UNKNOWN,UNKNOWN,UNKNOWN,40,2010-11-03,1,0.0,1.0,UNKNOWN,P,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,UNKNOWN,1.0,101777.58,UNKNOWN,3,4,3,4,ind_ecue_fin_ult1,Dropped
883704,1712847,2015-03-28,1321197,N,ES,V,56,2014-10-01, 0,10.0,1.0,UNKNOWN,1,I,S,N,UNKNOWN,KFA,N,ASTURIAS,0.0,58461.54,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
883801,1526308,2015-03-28,394366,N,ES,V,67,2002-12-04, 1,4.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALICANTE,1.0,45180.93,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Added
884012,1273878,2015-03-28,624224,N,ES,V,42,2006-06-27, 0,109.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KAT,N,ALICANTE,1.0,125842.14,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Dropped
884532,1796524,2015-03-28,938915,N,ES,V,38,2011-09-06, 0,46.0,1.0,UNKNOWN,1,A,S,N,UNKNOWN,KFC,N,BARCELONA,1.0,167110.38,02 - PARTICULARES,3,4,3,4,ind_ecue_fin_ult1,Dropped
